Mnemonic,Type,Packet,bit_byte
ADSS14CTS,D1,APID0009,/0255:5
ADSS15CTS,D1,APID0009,/0255:6
ADSS16CTS,D1,APID0009,/0255:7
ADSS17CTS,D1,APID0009,/0256:0
ADSS18CTS,D1,APID0009,/0256:1
ADSS19CTS,D1,APID0009,/0256:2
ADECEFTID,U16,APID0008,/0161
ADFFTID,U16,APID0008,/0163
ADFFTID,U16,APID0098,/0014
ADTARGT,D2,APID0008,/0068:6-7
ADTARGT,D2,APID0098,/0020:1-2
ADTRDR1OCFD,D1,APID0003,/0018:0
ADTRDR1PW,D1,APID0003,/0069:1
ADTRDR1PW,D1,APID0012,/0051:7
ADTRDR1PW,D1,APID0088,/0074:6
ADTRDR2OCFD,D1,APID0003,/0020:0
ADTRDR2PW,D1,APID0003,/0069:3
ADTR1PW1,D1,APID0001,/0146:4
ADTR1PW1,D1,APID0008,/0284:2
ADTR1DRI1,U8,APID0008,/0285
ADTR1PW1,D1,APID0012,/0050:1
ADTR1DRI1,U8,APID0012,/0031
ADTR1PW1,D1,APID0088,/0126:3
ADTR1DRI1,U8,APID0088,/0075
ADTR1PW2,D1,APID0001,/0146:5
ADTR1PW2,D1,APID0008,/0284:3
ADTR1DRI2,U8,APID0008,/0289
ADTR1POL1,D1,APID0008,/0288:7
ADTR1POL2,D1,APID0008,/0292:7
ADTR2PW1,D1,APID0001,/0146:6
ADTR2PW1,D1,APID0008,/0284:4
ADTR2DRI1,U8,APID0008,/0286
ADTR2PW1,D1,APID0012,/0050:2
ADTR2DRI1,U8,APID0012,/0032
ADTR2PW1,D1,APID0088,/0126:4
ADTR2DRI1,U8,APID0088,/0076
ADTR2PW2,D1,APID0001,/0146:7
ADTR2PW2,D1,APID0008,/0284:5
ADTR2DRI2,U8,APID0008,/0290
ADTR2POL1,D1,APID0008,/0288:0
ADTR2POL2,D1,APID0008,/0292:0
ADTR3PW1,D1,APID0001,/0147:0
ADTR3PW1,D1,APID0008,/0284:6
ADTR3DRI1,U8,APID0008,/0287
ADTR3PW1,D1,APID0012,/0050:3
ADTR3DRI1,U8,APID0012,/0033
ADTR3PW1,D1,APID0088,/0126:5
ADTR3DRI1,U8,APID0088,/0077
ADTR3PW2,D1,APID0001,/0147:1
ADTR3PW2,D1,APID0008,/0284:7
ADTR3DRI2,U8,APID0008,/0291
ADTR3POL1,D1,APID0008,/0288:1
ADTR3POL2,D1,APID0008,/0292:1
SWTR1ST,D2,APID0001,/0144:0-1
SWTR1ST,D2,APID0013,/0083:0-1
SWTR1ST,D2,APID0088,/0074:0-1
SWTR2ST,D2,APID0001,/0144:2-3
SWTR2ST,D2,APID0013,/0083:2-3
SWTR2ST,D2,APID0088,/0074:2-3
SWTR3ST,D2,APID0001,/0144:4-5
SWTR3ST,D2,APID0013,/0083:4-5
SWTR3ST,D2,APID0088,/0074:4-5
ADTR1DST,D1,APID0020,/0295:0
ADTR1DST,D1,APID0089,/0212:5
ADTR2DST,D1,APID0020,/0295:1
ADTR2DST,D1,APID0089,/0212:6
ADTR3DST,D1,APID0020,/0295:2
ADTR3DST,D1,APID0089,/0212:7
CDU1LAC,U32,APID0000,/0014
CDU1LAC,U32,APID0001,/0066
CDU1ACPT,U8,APID0000,/0018
CDU1ACPT,U8,APID0001,/0070
CDU1ACPT,U8,APID0088,/0078
CDU1RJCT,U8,APID0000,/0019
CDU1RJCT,U8,APID0001,/0071
CDU1RJCT,U8,APID0088,/0079
CDU1TRM,U8,APID0000,/0148
CDU1PCM,D1,APID0000,/0107:4
CDU1PCM,D1,APID0002,/0187:4
CDU1PCM,D1,APID0089,/0208:6
CDU2LAC,U32,APID0000,/0020
CDU2LAC,U32,APID0001,/0072
CDU2ACPT,U8,APID0000,/0024
CDU2ACPT,U8,APID0001,/0076
CDU2ACPT,U8,APID0088,/0080
CDU2RJCT,U8,APID0000,/0025
CDU2RJCT,U8,APID0001,/0077
CDU2RJCT,U8,APID0088,/0081
CDU2TRM,U8,APID0000,/0149
CDU2PCM,D1,APID0000,/0107:5
CDU2PCM,D1,APID0002,/0187:5
CDU2PCM,D1,APID0089,/0208:7
CPP1TFLEN,U10,APID0000,/0053:0-9
CPP1TFLEN,U10,APID0001,/0090:0-9
CPP1MAPID,U6,APID0000,/0054:2-7
CPP1MAPID,U6,APID0001,/0091:2-7
CPP1STATE,D2,APID0000,/0055:0-1
CPP1STATE,D2,APID0001,/0092:0-1
CPP1STATE,D2,APID0088,/0082:0-1
CPP1RDST,D1,APID0000,/0055:2
CPP1RDST,D1,APID0001,/0092:2
CPP1RDST,D1,APID0088,/0082:2
CPP1BCH,D1,APID0000,/0055:3
CPP1BCH,D1,APID0001,/0092:3
CPP1BCH,D1,APID0088,/0082:3
CPP1VER,D1,APID0000,/0055:4
CPP1VER,D1,APID0001,/0092:4
CPP1VER,D1,APID0088,/0082:4
CPP1SCID,D1,APID0000,/0055:5
CPP1SCID,D1,APID0001,/0092:5
CPP1SCID,D1,APID0088,/0082:5
CPP1TO,D1,APID0000,/0055:7
CPP1TO,D1,APID0001,/0092:6
CPP1TO,D1,APID0088,/0082:7
CPP1VCID,D1,APID0000,/0056:6
CPP1VCID,D1,APID0001,/0092:7
CPP1VCID,D1,APID0088,/0083:0
CPP1RDERR,D1,APID0000,/0056:7
CPP1RDERR,D1,APID0001,/0098:0
CPP1RDERR,D1,APID0088,/0083:1
CPP1BUFST,D2,APID0000,/0057:0-1
CPP1BUFST,D2,APID0001,/0098:1-2
CPP1BUFST,D2,APID0088,/0083:2-3
CPP1ACPT,U8,APID0000,/0060
CPP1ACPT,U8,APID0001,/0096
CPP1ACPT,U8,APID0088,/0084
CPP1TOI,D1,APID0000,/0152:6
CPP2TFLEN,U10,APID0000,/0061:0-9
CPP2TFLEN,U10,APID0001,/0093:0-9
CPP2MAPID,U6,APID0000,/0062:2-7
CPP2MAPID,U6,APID0001,/0094:2-7
CPP2STATE,D2,APID0000,/0063:0-1
CPP2STATE,D2,APID0001,/0095:0-1
CPP2STATE,D2,APID0088,/0085:0-1
CPP2RDST,D1,APID0000,/0063:2
CPP2RDST,D1,APID0001,/0095:2
CPP2RDST,D1,APID0088,/0085:2
CPP2BCH,D1,APID0000,/0063:3
CPP2BCH,D1,APID0001,/0095:3
CPP2BCH,D1,APID0088,/0085:3
CPP2VER,D1,APID0000,/0063:4
CPP2VER,D1,APID0001,/0095:4
CPP2VER,D1,APID0088,/0085:4
CPP2SCID,D1,APID0000,/0063:5
CPP2SCID,D1,APID0001,/0095:5
CPP2SCID,D1,APID0088,/0085:5
CPP2TO,D1,APID0000,/0063:7
CPP2TO,D1,APID0001,/0095:6
CPP2TO,D1,APID0088,/0085:7
CPP2VCID,D1,APID0000,/0064:6
CPP2VCID,D1,APID0001,/0095:7
CPP2VCID,D1,APID0088,/0086:0
CPP2RDERR,D1,APID0000,/0064:7
CPP2RDERR,D1,APID0001,/0098:3
CPP2RDERR,D1,APID0088,/0086:1
CPP2BUFST,D2,APID0000,/0065:0-1
CPP2BUFST,D2,APID0001,/0098:4-5
CPP2BUFST,D2,APID0088,/0086:2-3
CPP2ACPT,U8,APID0000,/0068
CPP2ACPT,U8,APID0001,/0097
CPP2ACPT,U8,APID0088,/0087
CPP2TOI,D1,APID0000,/0152:7
MFID,U4,APID0000,/0177:2-5
MFID,U4,APID0001,/0134:0-3
MFID,U4,APID0088,/0092:0-3
DTUMF1CNT,U8,APID0000,/0089
DTUMF1CNT,U8,APID0001,/0122
DTUMF1CNT,U8,APID0088,/0127
DTUMF2CNT,U8,APID0000,/0090
DTUMF2CNT,U8,APID0001,/0123
DTUMF2CNT,U8,APID0088,/0128
DTU1L1PW,D1,APID0000,/0043:4
DTU1L1PW,D1,APID0002,/0187:6
DTU1L1PW,D1,APID0089,/0211:0
DTU1L2PW,D1,APID0000,/0043:5
DTU1L2PW,D1,APID0002,/0187:7
DTU1L2PW,D1,APID0089,/0211:1
DTU2L1PW,D1,APID0003,/0081:0
DTU2L2PW,D1,APID0003,/0087:0
DTUTHMV1,U8,APID0003,/0065
DTUTHMV2,U8,APID0003,/0066
DTUTHMV3,U8,APID0003,/0067
DTUTHMV4,U8,APID0003,/0068
SCP1VTCW1F1,U16,APID0003,/0088
SCP1VTCW2F1,U24,APID0003,/0090
SCP1VTCW3F1,U16,APID0003,/0093
SCP2VTCW1F1,U16,APID0003,/0095
SCP2VTCW2F1,U24,APID0003,/0097
SCP2VTCW3F1,U16,APID0003,/0100
SCP1VTCW1F2,U16,APID0003,/0133
SCP1VTCW2F2,U24,APID0003,/0135
SCP1VTCW3F2,U16,APID0003,/0138
SCP2VTCW1F2,U16,APID0003,/0140
SCP2VTCW2F2,U24,APID0003,/0142
SCP2VTCW3F2,U16,APID0003,/0145
TDF1CLCW,D1,APID0000,/0055:6
TDF1CLCW,D1,APID0001,/0115:0
TDF1CLCW,D1,APID0088,/0082:6
TDF1RTFMT,D2,APID0000,/0056:0-1
TDF1RTFMT,D2,APID0002,/0188:0-1
TDF1RTFMT,D2,APID0089,/0211:2-3
TDF1RTRDST,D1,APID0000,/0056:2
TDF1RTRDST,D1,APID0001,/0115:3
TDF1PBFMT,D2,APID0000,/0056:3-4
TDF1PBFMT,D2,APID0002,/0249:0-1
TDF1PBFMT,D2,APID0089,/0211:4-5
TDF1PBRDST,D1,APID0000,/0056:5
TDF1PBRDST,D1,APID0001,/0115:6
TDF1TSTST,D1,APID0000,/0057:2
TDF1TSTST,D1,APID0001,/0115:7
TDF1SRC,D1,APID0000,/0057:3
TDF1SRC,D1,APID0001,/0121:0
TDF1RT0BS,D2,APID0000,/0057:4-5
TDF1RT0BS,D2,APID0001,/0116:0-1
TDF1RT1BS,D2,APID0000,/0057:6-7
TDF1RT1BS,D2,APID0001,/0116:2-3
TDF1RT2BS,D2,APID0000,/0058:0-1
TDF1RT2BS,D2,APID0001,/0116:4-5
TDF1RT3BS,D2,APID0000,/0058:2-3
TDF1RT3BS,D2,APID0001,/0116:6-7
TDF1PB0BS,D2,APID0000,/0058:6-7
TDF1PB0BS,D2,APID0001,/0117:0-1
TDF1PB1BS,D2,APID0000,/0059:0-1
TDF1PB1BS,D2,APID0001,/0117:2-3
TDF1PB2BS,D2,APID0000,/0059:2-3
TDF1PB2BS,D2,APID0001,/0117:4-5
TDF1PB3BS,D2,APID0000,/0059:4-5
TDF1PB3BS,D2,APID0001,/0117:6-7
TDF2CLCW,D1,APID0000,/0063:6
TDF2CLCW,D1,APID0001,/0118:0
TDF2CLCW,D1,APID0088,/0085:6
TDF2RTFMT,D2,APID0000,/0064:0-1
TDF2RTFMT,D2,APID0002,/0188:2-3
TDF2RTFMT,D2,APID0089,/0211:6-7
TDF2RTRDST,D1,APID0000,/0064:2
TDF2RTRDST,D1,APID0001,/0118:3
TDF2PBFMT,D2,APID0000,/0064:3-4
TDF2PBFMT,D2,APID0002,/0249:2-3
TDF2PBFMT,D2,APID0089,/0212:0-1
TDF2PBRDST,D1,APID0000,/0064:5
TDF2PBRDST,D1,APID0001,/0118:6
TDF2TSTST,D1,APID0000,/0065:2
TDF2TSTST,D1,APID0001,/0118:7
TDF2SRC,D1,APID0000,/0065:3
TDF2SRC,D1,APID0001,/0121:1
TDF2RT0BS,D2,APID0000,/0065:4-5
TDF2RT0BS,D2,APID0001,/0119:0-1
TDF2RT1BS,D2,APID0000,/0065:6-7
TDF2RT1BS,D2,APID0001,/0119:2-3
TDF2RT2BS,D2,APID0000,/0066:0-1
TDF2RT2BS,D2,APID0001,/0119:4-5
TDF2RT3BS,D2,APID0000,/0066:2-3
TDF2RT3BS,D2,APID0001,/0119:6-7
TDF2PB0BS,D2,APID0000,/0066:6-7
TDF2PB0BS,D2,APID0001,/0120:0-1
TDF2PB1BS,D2,APID0000,/0067:0-1
TDF2PB1BS,D2,APID0001,/0120:2-3
TDF2PB2BS,D2,APID0000,/0067:2-3
TDF2PB2BS,D2,APID0001,/0120:4-5
TDF2PB3BS,D2,APID0000,/0067:4-5
TDF2PB3BS,D2,APID0001,/0120:6-7
NBX1SW,D1,APID0000,/0107:6
NBX1SW,D1,APID0002,/0188:4
NBX1SW,D1,APID0088,/0092:4
NBXHEMISW,D1,APID0000,/0107:7
NBXHEMISW,D1,APID0002,/0188:5
NBXHEMISW,D1,APID0088,/0092:5
NBX1ARM1PW,D1,APID0007,/0661:0
NBX1ARM1PW,D1,APID0012,/0055:0
NBX1ARM1PW,D1,APID0089,/0178:3
NBX1ARM2PW,D1,APID0007,/0662:2
NBX1ARM2PW,D1,APID0012,/0055:1
NBX1ARM2PW,D1,APID0089,/0179:5
NBX1SS,U8,APID0001,/0124
NBX1SS,U8,APID0003,/0158
NBX1SS,U8,APID0088,/0090
TNBX1T,U8,APID0002,/0051
TNBX1T,U8,APID0003,/0163
TNBX1T,U8,APID0089,/0129
NBX1P10V,U8,APID0002,/0052
NBX1P10V,U8,APID0003,/0034
NBX1P10V,U8,APID0089,/0081
NBX1PBPN,D1,APID0001,/0138:0
NBX1PBPN,D1,APID0003,/0149:0
NBX1PBPN,D1,APID0088,/0092:6
NBX1CONV,D1,APID0001,/0138:1
NBX1CONV,D1,APID0003,/0148:6
NBX1CONV,D1,APID0088,/0092:7
NBX1DATA,D1,APID0001,/0138:2
NBX1DATA,D1,APID0003,/0148:4
NBX1DATA,D1,APID0088,/0093:0
NBX1DSU,D1,APID0001,/0138:3
NBX1DSU,D1,APID0003,/0148:1
NBX1DSU,D1,APID0088,/0093:1
NBX1RTPN,D1,APID0001,/0140:0
NBX1RTPN,D1,APID0003,/0147:6
NBX1RTPN,D1,APID0088,/0093:2
NBX2ARM1PW,D1,APID0007,/0666:4
NBX2ARM1PW,D1,APID0012,/0056:0
NBX2ARM1PW,D1,APID0089,/0181:5
NBX2ARM2PW,D1,APID0007,/0667:6
NBX2ARM2PW,D1,APID0012,/0056:1
NBX2ARM2PW,D1,APID0089,/0182:6
NBX2SS,U8,APID0001,/0125
NBX2SS,U8,APID0003,/0159
NBX2SS,U8,APID0088,/0091
TNBX2T,U8,APID0002,/0053
TNBX2T,U8,APID0003,/0164
TNBX2T,U8,APID0089,/0152
NBX2P10V,U8,APID0002,/0054
NBX2P10V,U8,APID0003,/0026
NBX2P10V,U8,APID0089,/0073
NBX2PBPN,D1,APID0001,/0140:1
NBX2PBPN,D1,APID0003,/0148:5
NBX2PBPN,D1,APID0088,/0093:3
NBX2CONV,D1,APID0001,/0140:2
NBX2CONV,D1,APID0003,/0148:2
NBX2CONV,D1,APID0088,/0093:4
NBX2DATA,D1,APID0001,/0140:3
NBX2DATA,D1,APID0003,/0147:7
NBX2DATA,D1,APID0088,/0093:5
NBX2DSU,D1,APID0001,/0142:0
NBX2DSU,D1,APID0003,/0147:4
NBX2DSU,D1,APID0088,/0093:6
NBX2RTPN,D1,APID0001,/0142:1
NBX2RTPN,D1,APID0003,/0147:2
NBX2RTPN,D1,APID0088,/0093:7
RX1SS,U8,APID0003,/0156
RX1SS,U8,APID0012,/0034
RX1SS,U8,APID0088,/0088
RX1P3D3V,U8,APID0002,/0055
RX1P3D3V,U8,APID0003,/0017
RX1P3D3V,U8,APID0089,/0070
RX1AGCSS,U8,APID0000,/0170
RX1AGCSS,U8,APID0001,/0103
RX1AGCSS,U8,APID0088,/0094
RX1BARCNT,U4,APID0000,/0158:0-3
RX1BARCNT,U4,APID0001,/0104:0-3
RX1BARCNT,U4,APID0088,/0095:0-3
RX1BARLOCK,D1,APID0000,/0158:4
RX1BARLOCK,D1,APID0012,/0056:5
RX1BARLOCK,D1,APID0088,/0095:4
RX1TDRSSDRATE,D1,APID0000,/0158:5
RX1TDRSSDRATE,D1,APID0001,/0104:4
RX1TDRSSDRATE,D1,APID0088,/0095:5
RX1DRATER,D1,APID0000,/0158:6
RX1DRATER,D1,APID0001,/0104:5
RX1DRATER,D1,APID0088,/0095:6
RX1BSLOCK,D1,APID0000,/0158:7
RX1BSLOCK,D1,APID0001,/0104:6
RX1BSLOCK,D1,APID0088,/0095:7
RX1LOCK,D1,APID0000,/0159:0
RX1LOCK,D1,APID0001,/0104:7
RX1LOCK,D1,APID0088,/0096:0
RX1UPLINK,D2,APID0000,/0159:1-2
RX1UPLINK,D2,APID0001,/0105:0-1
RX1UPLINK,D2,APID0088,/0096:1-2
RX1LOOP,S13,APID0000,/0160:3-15
RX1LOOP,S13,APID0001,/0105:3-15
RX1LOOP,S13,APID0088,/0097:3-15
RX2SS,U8,APID0003,/0157
RX2SS,U8,APID0012,/0035
RX2SS,U8,APID0088,/0089
RX2P3D3V,U8,APID0002,/0056
RX2P3D3V,U8,APID0003,/0019
RX2P3D3V,U8,APID0089,/0071
RX2AGCSS,U8,APID0000,/0171
RX2AGCSS,U8,APID0001,/0107
RX2AGCSS,U8,APID0088,/0099
RX2BARCNT,U4,APID0000,/0162:0-3
RX2BARCNT,U4,APID0001,/0108:0-3
RX2BARCNT,U4,APID0088,/0100:0-3
RX2BARLOCK,D1,APID0000,/0162:4
RX2BARLOCK,D1,APID0012,/0056:6
RX2BARLOCK,D1,APID0088,/0100:4
RX2TDRSSDRATE,D1,APID0000,/0162:5
RX2TDRSSDRATE,D1,APID0001,/0108:4
RX2TDRSSDRATE,D1,APID0088,/0100:5
RX2DRATER,D1,APID0000,/0162:6
RX2DRATER,D1,APID0001,/0108:5
RX2DRATER,D1,APID0088,/0100:6
RX2BSLOCK,D1,APID0000,/0162:7
RX2BSLOCK,D1,APID0001,/0108:6
RX2BSLOCK,D1,APID0088,/0100:7
RX2LOCK,D1,APID0000,/0163:0
RX2LOCK,D1,APID0001,/0108:7
RX2LOCK,D1,APID0088,/0101:0
RX2UPLINK,D2,APID0000,/0163:1-2
RX2UPLINK,D2,APID0001,/0109:0-1
RX2UPLINK,D2,APID0088,/0101:1-2
RX2LOOP,S13,APID0000,/0164:3-15
RX2LOOP,S13,APID0001,/0109:3-15
RX2LOOP,S13,APID0088,/0102:3-15
RX1AESKEKSEL,D4,APID0000,/0154:0-3
RX1AESKEKSEL,D4,APID0001,/0111:0-3
RX1AESKEKSEL,D4,APID0088,/0104:0-3
RX1AESCMDER,U4,APID0000,/0154:4-7
RX1AESCMDER,U4,APID0001,/0111:4-7
RX1AESCMDER,U4,APID0088,/0104:4-7
RX1AESNONCE,D1,APID0000,/0155:0
RX1AESNONCE,D1,APID0001,/0112:0
RX1AESNONCE,D1,APID0088,/0105:0
RX1AESTEKMAC,D1,APID0000,/0155:1
RX1AESTEKMAC,D1,APID0001,/0112:1
RX1AESTEKMAC,D1,APID0088,/0105:1
RX1AESCMD,D1,APID0000,/0155:2
RX1AESCMD,D1,APID0001,/0112:2
RX1AESCMD,D1,APID0088,/0105:2
RX1AESTEK,D1,APID0000,/0155:3
RX1AESTEK,D1,APID0001,/0112:3
RX1AESTEK,D1,APID0088,/0105:3
RX1AESKEK,D1,APID0000,/0155:4
RX1AESKEK,D1,APID0001,/0112:4
RX1AESKEK,D1,APID0088,/0105:4
RX1AESDTEK,D1,APID0000,/0155:5
RX1AESDTEK,D1,APID0001,/0112:5
RX1AESDTEK,D1,APID0088,/0105:5
RX1AESTEST,D1,APID0000,/0155:6
RX1AESTEST,D1,APID0001,/0112:6
RX1AESTEST,D1,APID0088,/0105:6
RX1AESER,D1,APID0000,/0155:7
RX1AESER,D1,APID0001,/0112:7
RX1AESER,D1,APID0088,/0105:7
RX2AESKEKSEL,D4,APID0000,/0156:0-3
RX2AESKEKSEL,D4,APID0001,/0113:0-3
RX2AESKEKSEL,D4,APID0088,/0106:0-3
RX2AESCMDER,U4,APID0000,/0156:4-7
RX2AESCMDER,U4,APID0001,/0113:4-7
RX2AESCMDER,U4,APID0088,/0106:4-7
RX2AESNONCE,D1,APID0000,/0157:0
RX2AESNONCE,D1,APID0001,/0114:0
RX2AESNONCE,D1,APID0088,/0107:0
RX2AESTEKMAC,D1,APID0000,/0157:1
RX2AESTEKMAC,D1,APID0001,/0114:1
RX2AESTEKMAC,D1,APID0088,/0107:1
RX2AESCMD,D1,APID0000,/0157:2
RX2AESCMD,D1,APID0001,/0114:2
RX2AESCMD,D1,APID0088,/0107:2
RX2AESTEK,D1,APID0000,/0157:3
RX2AESTEK,D1,APID0001,/0114:3
RX2AESTEK,D1,APID0088,/0107:3
RX2AESKEK,D1,APID0000,/0157:4
RX2AESKEK,D1,APID0001,/0114:4
RX2AESKEK,D1,APID0088,/0107:4
RX2AESDTEK,D1,APID0000,/0157:5
RX2AESDTEK,D1,APID0001,/0114:5
RX2AESDTEK,D1,APID0088,/0107:5
RX2AESTEST,D1,APID0000,/0157:6
RX2AESTEST,D1,APID0001,/0114:6
RX2AESTEST,D1,APID0088,/0107:6
RX2AESER,D1,APID0000,/0157:7
RX2AESER,D1,APID0001,/0114:7
RX2AESER,D1,APID0088,/0107:7
HRDXSW,D1,APID0002,/0188:6
HRDXSW,D1,APID0003,/0070:4
HRDXSW,D1,APID0089,/0210:7
HRDXDMA,U3,APID0014,/0684:0-2
HRDXBFULLF,D1,APID0014,/0684:3
HRDXTSTST,D1,APID0014,/0684:4
HRDXRDST,D1,APID0014,/0684:5
HRDXVCDUF,D1,APID0014,/0684:6
HRDX1ARM1PW,D1,APID0007,/0671:7
HRDX1ARM2PW,D1,APID0007,/0672:5
HRDX1SS,U8,APID0003,/0154
HRDX1P10V,U8,APID0002,/0057
HRDX1P10V,U8,APID0003,/0029
HRDX1P10V,U8,APID0089,/0076
HRDX1P5V,U8,APID0002,/0058
HRDX1P5V,U8,APID0003,/0027
HRDX1P5V,U8,APID0089,/0074
HRDX1IN,D1,APID0003,/0148:7
HRDX2ARM1PW,D1,APID0007,/0675:5
HRDX2ARM2PW,D1,APID0007,/0676:3
HRDX2SS,U8,APID0003,/0155
HRDX2P10V,U8,APID0002,/0059
HRDX2P10V,U8,APID0003,/0033
HRDX2P10V,U8,APID0089,/0080
HRDX2P5V,U8,APID0002,/0060
HRDX2P5V,U8,APID0003,/0031
HRDX2P5V,U8,APID0089,/0078
HRDX2IN,D1,APID0003,/0149:1
SMDXWGSW,D1,APID0002,/0188:7
SMDXWGSW,D1,APID0003,/0070:3
SMDXWGSW,D1,APID0089,/0210:6
SMDXPOS1PW,D1,APID0007,/0662:3
SMDXPOS2PW,D1,APID0007,/0667:7
SMDXDMA,U3,APID0014,/0685:0-2
SMDXBFULLF,D1,APID0014,/0685:3
SMDXTSTST,D1,APID0014,/0685:4
SMDXRDST,D1,APID0014,/0685:5
SMDXVCDUF,D1,APID0014,/0685:6
SMDX1ARM1PW,D1,APID0007,/0670:1
SMDX1ARM2PW,D1,APID0007,/0670:6
SMDX1SS,U8,APID0003,/0160
SMDX1P15V,U8,APID0002,/0061
SMDX1P15V,U8,APID0003,/0015
SMDX1P15V,U8,APID0089,/0067
SMDX1P12V,U8,APID0002,/0062
SMDX1P12V,U8,APID0003,/0028
SMDX1P12V,U8,APID0089,/0075
SMDX1P5V,U8,APID0002,/0063
SMDX1P5V,U8,APID0003,/0025
SMDX1P5V,U8,APID0089,/0072
SMDX1IN,D1,APID0003,/0147:3
SMDX1CONV,D1,APID0003,/0149:4
SMDX1PBPW,D1,APID0003,/0147:5
SMDX1ATTENR,U8,APID0003,/0165
SMDX1OSCLCK,D1,APID0003,/0150:1
SMDX2ARM1PW,D1,APID0007,/0673:7
SMDX2ARM2PW,D1,APID0007,/0674:4
SMDX2SS,U8,APID0003,/0161
SMDX2P15V,U8,APID0002,/0064
SMDX2P15V,U8,APID0003,/0016
SMDX2P15V,U8,APID0089,/0068
SMDX2P12V,U8,APID0002,/0065
SMDX2P12V,U8,APID0003,/0032
SMDX2P12V,U8,APID0089,/0079
SMDX2P5V,U8,APID0002,/0066
SMDX2P5V,U8,APID0003,/0030
SMDX2P5V,U8,APID0089,/0077
SMDX2IN,D1,APID0003,/0148:0
SMDX2CONV,D1,APID0003,/0149:5
SMDX2PBPW,D1,APID0003,/0148:3
SMDX2ATTENR,U8,APID0003,/0166
SMDX2OSCLCK,D1,APID0003,/0150:0
TWTA1ARM1PW,D1,APID0007,/0671:0
TWTA1ARM2PW,D1,APID0007,/0671:5
TWTA1VST,D1,APID0003,/0147:0
TWTA1PW,D1,APID0003,/0149:6
TWTA1SSO,D1,APID0003,/0149:7
TWTA1HI,U8,APID0003,/0151
TWTA1AV,U8,APID0003,/0152
TWTA1INPW,U8,APID0002,/0067
TWTA1SS,U8,APID0002,/0067
TWTA1INPW,U8,APID0003,/0162
TWTA1SS,U8,APID0003,/0162
TWTA1INPW,U8,APID0089,/0069
TWTA1SS,U8,APID0089,/0069
TWTA2ARM1PW,D1,APID0007,/0674:6
TWTA2ARM2PW,D1,APID0007,/0675:3
TWTA2VST,D1,APID0003,/0147:1
TWTA2PW,D1,APID0003,/0150:2
TWTA2SSO,D1,APID0003,/0150:3
TWTA2HI,U8,APID0003,/0167
TWTA2AV,U8,APID0003,/0168
TWTA2INPW,U8,APID0002,/0068
TWTA2SS,U8,APID0002,/0068
TWTA2INPW,U8,APID0003,/0153
TWTA2SS,U8,APID0003,/0153
TWTA2INPW,U8,APID0089,/0066
TWTA2SS,U8,APID0089,/0066
DSU1L1PW,D1,APID0000,/0152:0
DSU1L1PW,D1,APID0002,/0192:6
DSU2L1PW,D1,APID0000,/0152:1
DSU2L1PW,D1,APID0002,/0192:7
DSU1L2PW,D1,APID0000,/0152:2
DSU1L2PW,D1,APID0002,/0193:0
DSU2L2PW,D1,APID0000,/0152:3
DSU2L2PW,D1,APID0002,/0193:1
DSU1ERROR,D1,APID0003,/0051:0
DSU1INPUT,D1,APID0003,/0051:3
DSU1INPUT,D1,APID0012,/0051:5
DSU1INPUT,D1,APID0089,/0212:2
DSU1RATE,D1,APID0003,/0129:1
DSU1PBK,D1,APID0003,/0051:2
DSU1PBKPTR1,U16,APID0003,/0053
DSU1PBKPTR2,U12,APID0003,/0055:4-15
DSU1REC,D1,APID0002,/0193:2
DSU1REC,D1,APID0003,/0051:1
DSU1REC,D1,APID0089,/0212:3
DSU1RECPTR1,U16,APID0003,/0049
DSU1RECPTR2,U12,APID0002,/0193:4-15
DSU1RECPTR2,U12,APID0003,/0051:4-15
DSU1RECPTR2,U12,APID0089,/0213:4-15
DSU1EDACCNT,U7,APID0003,/0130:1-7
DSU1WRDS,D2,APID0003,/0129:3-4
DSU1BNK1ER,D1,APID0003,/0129:7
DSU1BNK2ER,D1,APID0003,/0129:6
DSU1BNK3ER,D1,APID0003,/0129:5
DSU1MSCYC,D1,APID0003,/0130:0
DSU2ERROR,D1,APID0003,/0059:0
DSU2INPUT,D1,APID0003,/0059:3
DSU2RATE,D1,APID0003,/0131:1
DSU2PBK,D1,APID0003,/0059:2
DSU2PBKPTR1,U16,APID0003,/0061
DSU2PBKPTR2,U12,APID0003,/0063:4-15
DSU2REC,D1,APID0002,/0193:3
DSU2REC,D1,APID0003,/0059:1
DSU2RECPTR1,U16,APID0003,/0057
DSU2RECPTR2,U12,APID0003,/0059:4-15
DSU2EDACCNT,U7,APID0003,/0132:1-7
DSU2WRDS,D2,APID0003,/0131:3-4
DSU2BNK1ER,D1,APID0003,/0131:7
DSU2BNK2ER,D1,APID0003,/0131:6
DSU2BNK3ER,D1,APID0003,/0131:5
DSU2MSCYC,D1,APID0003,/0132:0
SSR1P2D5V,U8,APID0003,/0021
SSR1P3D3V,U8,APID0003,/0023
SSR1P5V,U8,APID0003,/0022
SSR1M5V,U8,APID0003,/0024
SSR2P2D5V,U8,APID0003,/0039
SSR2P3D3V,U8,APID0003,/0041
SSR2P5V,U8,APID0003,/0040
SSR2M5V,U8,APID0003,/0042
SSR1PW,D1,APID0007,/0669:0
SSR2PW,D1,APID0007,/0672:6
SSRB01PW,D1,APID0005,/0014:0
SSRB02PW,D1,APID0005,/0014:1
